chrom	start	end	pas	score	strand	polyAsite_exon_idx	nr_polyAsites_on_exon	exon	gene	CF1m25_KD_2	CF1m25_KD_3	CF1m25_OE_1	CF1m25_OE_2	CF1m25_OE_3	CF1m68_KD_1	CF1m68_KD_2	CF1m68_KD_3	CF1m68_OE_1	CF1m68_OE_2	CF1m68_OE_3	WT1_OE	WT2_OE	WT3_OE
16	56432510	56432555	16:-:56432511:-	9	-	1	3	ENST00000300291:7:7:56429133:56432733	ENST00000300291	26.743881	34.625890000000005	763.586438	825.211496	732.679437	509.38379199999997	524.060252	505.10793099999995	104.417638	109.596415	167.613213	139.573431	183.388941	161.813953
16	57428163	57428204	16:-:57428177:-	10	-	2	2	ENST00000394391:9:9:57428169:57429280	ENST00000394391	64.577033	61.724413	87.578857	80.77784799999999	84.452799	39.530621999999994	41.403693	29.785396999999996	112.17238200000001	109.024698	106.883788	96.607867	81.424402	90.641819
16	57428524	57428565	16:-:57428551:-	7	-	1	2	ENST00000394391:9:9:57428169:57429280	ENST00000394391	114.89442	140.234855	115.407529	154.240378	130.71526599999999	155.826519	180.375495	184.957919	178.921348	183.988924	191.14708000000002	181.06124499999999	190.12194	176.424771
16	58159530	58159606	16:-:58159583:-	9	-	2	2	ENST00000563307:5:5:58159551:58164147	ENST00000563307	47.37246	47.102502	85.300641	86.05506700000001	80.112123	51.376499	50.803082	52.385778	110.039828	106.599232	109.23523200000001	98.491997	98.31974100000001	102.121747
16	58163987	58164018	16:-:58163996:-	8	-	1	2	ENST00000563307:5:5:58159551:58164147	ENST00000563307	284.079765	288.721587	258.219876	256.400061	260.34536299999996	283.48026	308.17444	269.510867	170.623771	195.111418	175.017345	228.386169	243.60888500000001	180.975682
16	58519941	58519978	16:-:58519952:-	9	-	2	2	ENST00000317147:49:49:58519951:58521036	ENST00000317147	89.94004	76.261641	191.80723400000002	181.354366	205.630001	74.41384599999999	65.413742	68.59506800000001	177.040822	153.86117	165.883639	155.219102	161.78948	162.994453
16	58520726	58520755	16:-:58520735:-	4	-	1	2	ENST00000317147:49:49:58519951:58521036	ENST00000317147	267.636082	252.674906	211.794604	263.27864300000005	263.467604	277.845705	276.947733	270.992859	197.261319	208.19161	234.075496	232.283733	262.209917	281.12993
16	68298034	68298042	16:-:68298035:-	6	-	2	2	ENST00000263997:5:5:68298035:68301405	ENST00000263997	20.741303	21.293041	26.358428000000004	27.277764	27.053071999999997	18.290122	21.404413	19.53054	38.870658	40.245411	44.560823	31.014265	32.049076	29.615136
16	68300650	68300664	16:-:68300651:-	4	-	1	2	ENST00000263997:5:5:68298035:68301405	ENST00000263997	19.952232000000002	20.831989	17.603191	17.596795999999998	21.208389999999998	22.560406	21.950096	25.458509	18.320584	14.951266	16.032567999999998	17.89924	15.24351	19.418359
16	70375962	70375991	16:-:70375967:-	6	-	2	2	ENST00000393640:6:6:70375978:70381862	ENST00000393640	2.789931	2.295847	4.96704	5.295416	4.9308559999999995	2.373612	2.387363	2.8052	8.181256	6.912578	8.181467999999999	5.486145	6.409815	5.59454
16	70379495	70379517	16:-:70379498:-	9	-	1	2	ENST00000393640:6:6:70375978:70381862	ENST00000393640	19.881779	21.895229999999998	11.960633	17.433020000000003	20.389754	24.523626999999998	20.708668	21.197781	28.421139	30.058453999999998	31.035165000000003	27.375308	27.147452	22.925639
16	74447421	74447468	16:-:74447440:-	9	-	2	2	ENST00000205061:27:27:74447427:74452131	ENST00000205061	11.145632	10.961729	41.749631	39.779314	41.464878000000006	6.355512999999999	6.670974	5.941201	54.011796999999994	57.379596	58.455715000000005	42.503766999999996	50.093513	43.028346
16	74451933	74451984	16:-:74451958:-	10	-	1	2	ENST00000205061:27:27:74447427:74452131	ENST00000205061	194.238359	195.937374	137.991006	169.489721	138.654134	239.047131	279.22596	262.69635	156.064238	157.291472	158.65440900000002	169.368553	166.637239	176.116815
16	80966588	80966589	16:-:80966589:-	1	-	2	2	ENST00000219400:4:4:80966448:80976179	ENST00000219400	0.211358	0.23523000000000002	0.543063	0.327552	0.59018	0.12200799999999999	0.09549500000000001	0.092625	1.221372	1.507254	1.438073	0.7019310000000001	0.915688	0.718565
16	80975780	80975813	16:-:80975781:-	10	-	1	2	ENST00000219400:4:4:80966448:80976179	ENST00000219400	254.23596	226.884264	249.35867599999997	235.382171	250.82633700000002	258.93445	237.849551	252.83845499999998	283.319598	304.93305499999997	295.504524	272.127552	284.401882	279.076888
16	84476435	84476437	16:-:84476436:-	2	-	3	3	ENST00000343629:8:8:84476421:84480026	ENST00000343629	2.691297	2.0982540000000003	3.5762690000000004	5.0042599999999995	4.055105	1.697022	1.705259	0.952709	8.064935	6.479458999999999	6.354727	5.135179	5.547991000000001	4.328498000000001
16	84478064	84478086	16:-:84478065:-	8	-	2	3	ENST00000343629:8:8:84476421:84480026	ENST00000343629	18.106369	20.869626	23.629867	20.908706	22.293559	18.145931	17.380001999999998	16.937054	22.469373	29.504062	31.812502000000002	25.343401999999998	24.777437	27.716071000000003
16	84479627	84479664	16:-:84479641:-	9	-	1	3	ENST00000343629:8:8:84476421:84480026	ENST00000343629	19.740873	21.932867	0.0	8.534537	1.827653	39.098048	28.784775	35.87215	12.834103	16.38922	0.0	6.1141879999999995	10.323932000000001	14.388404999999999
16	85676178	85676207	16:-:85676200:-	6	-	2	2	ENST00000253462:5:5:85676198:85678337	ENST00000253462	5.143054	4.102415000000001	13.457367999999999	13.211245000000002	13.117218	3.516051	4.570094999999999	3.7049809999999996	19.716438	19.143857	15.5856	15.239291	15.351238	11.035103
16	85677661	85677704	16:-:85677675:-	9	-	1	2	ENST00000253462:5:5:85676198:85678337	ENST00000253462	368.580848	375.06990099999996	302.327195	308.480755	308.816244	383.992747	405.387855	387.38217599999996	280.973788	298.280348	292.66724500000004	345.719472	335.644494	342.515896
16	8795179	8795181	16:-:8795180:-	2	-	2	2	ENST00000333050:2:2:8795180:8796590	ENST00000333050	5.016239	2.6439880000000002	3.589515	4.203578	3.655306	3.6491510000000003	2.933046	5.703024	6.397664	8.887601	10.97988	5.264482	7.882097999999999	2.0872599999999997
16	8795439	8795477	16:-:8795456:-	10	-	1	2	ENST00000333050:2:2:8795180:8796590	ENST00000333050	75.116771	83.026863	62.253574	62.999078000000004	60.19832099999999	60.948589	60.966426	64.215251	73.689462	73.820791	73.594347	73.518033	74.65549399999999	73.17385
16	8852935	8852969	16:-:8852949:-	9	-	2	2	ENST00000610831:4:4:8852943:8855326	ENST00000610831	50.754194	52.729209	62.809881999999995	73.680898	62.159240000000004	43.55689	50.693945	47.886873	96.66289300000001	98.335323	100.043226	89.16370400000001	84.51260500000001	85.78295200000001
16	8854874	8854934	16:-:8854914:-	10	-	1	2	ENST00000610831:4:4:8852943:8855326	ENST00000610831	337.792977	351.095236	217.88750699999997	220.041841	205.53481100000002	413.540889	445.168141	452.920634	212.712648	224.25166000000002	237.243143	257.756439	278.171613	274.149586
17	1001606	1001651	17:+:1001632:+	9	+	1	3	ENST00000327158:4:4:1001012:1003671	ENST00000327158	159.110595	177.43886899999998	131.328549	148.690199	119.958767	169.7909	173.022418	183.54208799999998	125.239127	115.469508	129.523718	123.17041200000001	134.76771000000002	139.247596
17	1002096	1002128	17:+:1002104:+	8	+	2	3	ENST00000327158:4:4:1001012:1003671	ENST00000327158	33.690527	35.896133	42.292694	42.927448	47.956853	29.381767	28.075387	31.664351	32.027096	30.595521999999995	29.830294	40.822827000000004	30.056108000000002	36.133545
17	1003643	1003681	17:+:1003669:+	7	+	3	3	ENST00000327158:4:4:1001012:1003671	ENST00000327158	6.79165	6.8028580000000005	7.523411	8.334367	8.871732000000002	7.808517999999999	8.853705999999999	8.36267	5.486482	8.489131	8.084301	6.409738	8.851649	6.77504
17	12141930	12141952	17:+:12141952:+	9	+	1	2	ENST00000353533:11:11:12141147:12143823	ENST00000353533	78.413962	82.763405	24.583539000000002	36.649377	13.326637	130.304644	129.463277	124.93723500000002	28.130336	14.743369	13.681125	38.403012	26.914042	10.727146000000001
17	12143791	12143848	17:+:12143824:+	9	+	2	2	ENST00000353533:11:11:12141147:12143823	ENST00000353533	87.43191999999999	85.783761	108.98348999999999	103.542679	112.11508899999998	46.130151	44.705075	46.127007	102.886076	104.93605600000001	104.804413	120.307273	115.25098999999999	117.26293500000001
17	17185481	17185525	17:+:17185515:+	6	+	1	2	ENST00000395811:23:23:17184823:17192648	ENST00000395811	211.33020699999997	221.60569700000002	150.534439	169.507918	191.560881	271.468009	279.97627400000005	284.304325	113.37436799999999	111.50213899999999	108.166394	147.79341200000002	143.152538	161.129606
17	17192613	17192658	17:+:17192640:+	9	+	2	2	ENST00000395811:23:23:17184823:17192648	ENST00000395811	46.273396999999996	46.255673	93.274397	83.87139	95.666212	32.720352	32.754618	30.923354999999997	69.211097	73.872766	75.634855	73.610392	81.909178	70.35091700000001
17	1897983	1898033	17:+:1898004:+	7	+	1	2	ENST00000574049:8:8:1897071:1900082	ENST00000574049	512.1072849999999	555.9901769999999	435.457124	456.133707	447.14673099999993	538.6657349999999	552.66768	547.172692	434.84730999999994	418.87798399999997	412.202188	476.001553	474.20063799999997	478.05090700000005
17	1899535	1899558	17:+:1899554:+	7	+	2	2	ENST00000574049:8:8:1897071:1900082	ENST00000574049	2.634935	2.963901	6.2386029999999995	7.533685	6.073139	1.364272	1.2277870000000002	1.323207	5.738511	6.583408	6.043792	5.947941	6.840727	6.176236
17	19675716	19675775	17:+:19675742:+	9	+	1	2	ENST00000395575:11:11:19675558:19677596	ENST00000395575	187.95397	225.47288199999997	134.706137	145.942405	152.018846	296.257835	315.773074	276.007815	93.03755	57.13705	76.353892	121.48947199999999	127.675618	135.004642
17	19677564	19677609	17:+:19677593:+	9	+	2	2	ENST00000395575:11:11:19675558:19677596	ENST00000395575	105.270568	107.970677	156.945233	156.624225	145.374566	78.91705300000001	73.680839	77.804591	124.67690800000001	120.00859399999999	113.355116	134.84463300000002	129.291537	132.86605600000001
17	21191520	21191522	17:+:21191522:+	2	+	1	2	ENST00000395511:7:7:21190948:21192030	ENST00000395511	99.18344599999999	101.581824	135.143236	133.49544699999998	150.629069	122.57376799999999	117.512821	112.84312	110.09798799999999	114.37804799999999	102.938805	105.308116	105.8607	106.809527
17	21192020	21192028	17:+:21192024:+	5	+	2	2	ENST00000395511:7:7:21190948:21192030	ENST00000395511	0.986339	0.536325	2.649088	2.074493	3.579154	1.120256	0.559325	0.754228	0.736701	2.269543	0.46640200000000004	1.7363560000000002	1.274781	0.325065
17	2323757	2323818	17:+:2323783:+	9	+	1	2	ENST00000344595:8:8:2323655:2325260	ENST00000344595	86.065136	72.61086800000001	44.7431	41.198704	55.971872999999995	53.53937	79.751561	62.534778	22.139796	24.271985	20.288486	39.696042999999996	20.701728	22.326835
17	2325240	2325272	17:+:2325259:+	9	+	2	2	ENST00000344595:8:8:2323655:2325260	ENST00000344595	36.748178	35.990226	45.246427000000004	50.624909	41.445840000000004	31.22298	31.199422	27.152214	32.783183	24.895676	27.576016999999997	26.285466999999997	29.553377	24.379878
17	2681875	2681919	17:+:2681907:+	9	+	1	2	ENST00000397195:11:11:2681729:2685615	ENST00000397195	473.541424	509.979144	201.224742	191.308293	207.172084	509.228509	511.56411299999996	556.011717	157.750894	119.436877	134.867907	186.695165	191.091492	201.523214
17	2685601	2685633	17:+:2685627:+	9	+	2	2	ENST00000397195:11:11:2681729:2685615	ENST00000397195	19.346338	18.056273	204.52285700000002	181.66371999999998	195.04484399999998	11.025095	8.703643	10.029911	172.73693899999998	164.100102	165.048002	172.730433	165.21882	159.059455
17	28328370	28328391	17:+:28328387:+	2	+	1	2	ENST00000226230:3:3:28326534:28328685	ENST00000226230	341.92151	339.568954	304.963038	305.714764	275.91848999999996	374.87541400000003	408.40275299999996	379.376771	275.487306	270.075643	273.544764	266.087251	286.269167	258.75176899999997
17	28328654	28328709	17:+:28328705:+	9	+	2	2	ENST00000226230:3:3:28326534:28328685	ENST00000226230	66.40880600000001	70.333839	71.85651800000001	88.83925500000001	78.036976	60.061257	64.54065	63.937378	68.435622	66.301847	75.479388	64.873199	51.458068	72.934329
17	28702202	28702254	17:+:28702230:+	10	+	1	2	ENST00000314616:37:37:28701439:28702684	ENST00000314616	222.433568	220.90941600000002	230.921021	225.482836	241.61192000000003	236.906444	262.350715	260.711539	154.648997	157.534019	172.04403200000002	182.44663500000001	186.297596	204.979168
17	28702661	28702684	17:+:28702677:+	8	+	2	2	ENST00000314616:37:37:28701439:28702684	ENST00000314616	1.7049580000000002	2.73808	4.688886	4.349156	4.569133	3.30531	4.351821	2.355309	1.492788	2.3561669999999997	4.936088	2.364399	3.357522	4.43115
17	28750052	28750095	17:+:28750078:+	10	+	1	2	ENST00000262395:7:7:28748945:28750958	ENST00000262395	133.973037	151.253039	149.819185	163.63018799999998	162.661118	151.500778	164.537048	176.34384	131.694952	148.78501599999998	173.248904	148.56923	148.3953	159.692476
17	28750929	28750979	17:+:28750979:+	9	+	2	2	ENST00000262395:7:7:28748945:28750958	ENST00000262395	7.29891	6.473536	13.748768	15.504106	19.894765	10.415055	8.758211	9.050738	14.133022	14.587446	9.891608999999999	14.481944	15.315329	12.848623
17	30895074	30895097	17:+:30895085:+	8	+	1	2	ENST00000321990:23:23:30894835:30895869	ENST00000321990	55.150449	27.493709999999997	57.909068999999995	71.024091	34.877712	55.724424	49.670789	51.208123	55.000527000000005	24.964975	38.128362	45.256075	47.220766999999995	36.116436
17	30895824	30895881	17:+:30895843:+	9	+	2	2	ENST00000321990:23:23:30894835:30895869	ENST00000321990	30.167887	24.463944	53.339392000000004	47.604156	58.465858	16.737292	16.465982999999998	14.965475	37.455417	40.834453	31.248933	34.468505	38.674347	34.080503
17	32941611	32941655	17:+:32941647:+	9	+	1	2	ENST00000579849:8:8:32940786:32944315	ENST00000579849	235.29824900000003	228.051006	201.90026	201.316812	202.850446	249.75056800000002	263.101029	265.183979	229.36596200000002	222.91765299999997	244.58897400000004	238.58264	246.876634	258.42670400000003
17	32944309	32944326	17:+:32944311:+	5	+	2	2	ENST00000579849:8:8:32940786:32944315	ENST00000579849	1.113154	1.4772459999999998	3.695478	3.293713	3.674344	1.330997	1.705259	1.574617	3.7222769999999996	3.3783279999999998	4.139318	2.789252	4.3809379999999996	3.267759
17	35004787	35004827	17:+:35004804:+	9	+	1	2	ENST00000378526:20:20:35004273:35009743	ENST00000378526	113.62626999999999	115.808548	79.512383	92.933649	89.326541	113.545169	108.509052	113.279779	62.406307999999996	67.09878499999999	78.044599	85.044478	87.295578	88.315038
17	35009568	35009602	17:+:35009602:+	5	+	2	2	ENST00000378526:20:20:35004273:35009743	ENST00000378526	28.096575	26.976203	52.465193000000006	47.968102	51.269474	22.028007000000002	22.045591	20.298	41.100147	45.546787	44.444221999999996	39.806874	42.067778000000004	39.024913
17	38733663	38733715	17:+:38733705:+	10	+	1	2	ENST00000613478:4:4:38733276:38735021	ENST00000613478	222.039032	238.76809500000002	198.721354	235.473158	228.932577	248.852145	263.032818	278.760086	127.95328799999999	161.068269	167.146811	197.113298	196.944712	225.458266
17	38734982	38735029	17:+:38735018:+	8	+	2	2	ENST00000613478:4:4:38733276:38735021	ENST00000613478	26.645248	27.691303	20.742361	16.322985	21.817608	19.066538	22.6322	21.290406	11.011738000000001	12.785671	12.087585	14.463472	16.446472	18.152316
17	39532236	39532295	17:+:39532273:+	9	+	1	3	ENST00000447079:14:14:39530604:39535146	ENST00000447079	76.018567	96.331485	24.874939	31.15379	42.873692999999996	85.93806500000001	101.565237	98.80389100000001	17.196146	27.407766	36.884624	43.22417	51.511932	38.614305
17	39533514	39533558	17:+:39533549:+	9	+	2	3	ENST00000447079:14:14:39530604:39535146	ENST00000447079	39.340841	31.671397999999996	45.312653999999995	43.164013	43.730406	25.155851000000002	22.345716	20.959604000000002	52.363914	45.945257	34.941282	42.559183000000004	38.315253999999996	43.900889
17	39534762	39534774	17:+:39534764:+	2	+	3	3	ENST00000447079:14:14:39530604:39535146	ENST00000447079	14.541457000000001	11.629783	37.338899	28.424194	32.707374	7.143019000000001	6.38449	6.470484	33.616818	32.518570000000004	36.80689	33.637271000000005	31.707937	33.515916
17	40835073	40835110	17:+:40835099:+	10	+	1	2	ENST00000301665:3:3:40834382:40836270	ENST00000301665	168.015828	160.69988600000002	203.661904	187.523253	195.825404	138.889577	136.475303	145.314628	96.178221	101.43645500000001	99.49909	131.55664	135.378168	139.897726
17	40836252	40836276	17:+:40836270:+	8	+	2	2	ENST00000301665:3:3:40834382:40836270	ENST00000301665	2.959017	3.020356	10.80828	11.08216	11.479944999999999	4.18155	3.628792	3.030145	6.9598830000000005	8.92225	8.58957	4.673382	7.092092	5.440562
17	41691066	41691074	17:+:41691074:+	2	+	1	3	ENST00000469257:4:4:41690782:41692668	ENST00000469257	1172.3486189999999	1031.2399300000002	1188.884309	1362.013867	1439.562314	1513.277481	1549.848682	1550.071217	785.458706	753.003255	686.9906900000001	899.450643	941.363047	890.182047
17	41691549	41691610	17:+:41691610:+	4	+	2	3	ENST00000469257:4:4:41690782:41692668	ENST00000469257	1471.801184	1285.316808	2731.3556710000003	2653.7315350000003	2951.2978829999997	940.471663	987.999886	957.181712	1152.5683210000002	1198.301495	1207.417572	1110.584088	1126.8167740000001	1141.2177980000001
17	41692638	41692670	17:+:41692667:+	9	+	3	3	ENST00000469257:4:4:41690782:41692668	ENST00000469257	13.780567000000001	13.596307000000001	35.762691	31.717907	35.125206	10.281955	7.6395610000000005	9.011042	25.862074	25.207522	27.984119	14.094035	19.78604	19.349923999999998
17	41975071	41975143	17:+:41975128:+	2	+	1	2	ENST00000393892:4:4:41973475:41977731	ENST00000393892	192.857484	206.908512	184.747414	198.73279399999998	183.488747	214.70097	215.981307	218.44829700000003	163.95469	177.145644	163.04636100000002	212.46342	191.127401	208.110058
17	41977720	41977753	17:+:41977739:+	9	+	2	2	ENST00000393892:4:4:41973475:41977731	ENST00000393892	3.02947	2.963901	3.4040779999999997	3.020753	2.284566	3.837709	3.915275	4.326887999999999	3.838599	3.135781	3.051046	4.728798	4.686167	3.4217370000000003
17	42843158	42843187	17:+:42843181:+	5	+	1	2	ENST00000622892:9:9:42841498:42843758	ENST00000622892	348.994971	383.585235	369.12395499999997	355.338822	370.271076	378.524566	399.985594	395.63898900000004	348.944126	320.85450699999996	339.676679	376.530547	369.830174	391.42963
17	42843732	42843781	17:+:42843757:+	9	+	2	2	ENST00000622892:9:9:42841498:42843758	ENST00000622892	106.36963200000001	115.582727	102.705151	96.864267	88.374638	67.01571899999999	69.79284799999999	70.712199	112.637667	104.641535	91.570256	103.516345	94.585171	98.409163
17	43029195	43029241	17:+:43029224:+	9	+	1	2	ENST00000587250:5:5:43028432:43032036	ENST00000587250	81.189802	97.046585	97.314256	120.22961000000001	109.278419	73.393414	76.545674	83.745791	32.899504	40.418659000000005	40.557539	59.719547999999996	53.253533999999995	52.677645
17	43032027	43032051	17:+:43032051:+	8	+	2	2	ENST00000587250:5:5:43028432:43032036	ENST00000587250	5.326231	5.043336	17.431001000000002	16.741523	18.048073000000002	5.534731	6.452701	5.04142	4.497751999999999	5.336025	5.6356910000000005	6.298907	7.630732000000001	6.364431
17	45105961	45106021	17:+:45105992:+	10	+	1	2	ENST00000592782:13:13:45105619:45109016	ENST00000592782	379.261492	382.004488	190.94628	241.332691	199.309368	464.240797	460.529116	429.08967	183.65174199999998	192.859199	196.685604	202.784161	212.672998	238.306889
17	45108998	45109024	17:+:45109024:+	9	+	2	2	ENST00000592782:13:13:45105619:45109016	ENST00000592782	97.196678	99.624708	137.05058	141.120119	141.471766	74.602404	79.587857	81.11260899999999	142.823011	152.146019	150.41464	171.732952	163.459263	170.813122
17	46024402	46024459	17:+:46024426:+	7	+	1	2	ENST00000344290:15:15:46023956:46028334	ENST00000344290	53.191860999999996	59.569704	22.186114	28.369602	26.082131	86.969588	88.72804599999999	75.78008299999999	15.490103	18.398892	10.86328	19.432405	19.750131	22.959857
17	46028318	46028348	17:+:46028344:+	8	+	2	2	ENST00000344290:15:15:46023956:46028334	ENST00000344290	18.796806	17.962181	25.206075	28.442390999999997	29.718398999999998	12.81085	13.614789000000002	13.748123999999999	16.905343	18.173671	17.548375	20.263639	22.407421	17.177121
17	47622072	47622109	17:+:47622100:+	6	+	1	2	ENST00000322157:23:23:47621768:47623276	ENST00000322157	179.90826	154.282805	35.179891999999995	52.317259	67.58508499999999	223.008612	217.45465099999998	226.850663	51.530279	80.57744699999999	79.346638	92.340866	90.13241500000001	81.933498
17	47623242	47623287	17:+:47623269:+	10	+	2	2	ENST00000322157:23:23:47621768:47623276	ENST00000322157	138.749737	135.30443	259.10732	239.51296000000002	253.472626	104.64967	101.115049	90.838183	329.88684	332.11559900000003	307.436642	313.726197	311.728881	327.30627400000003
17	48122718	48122757	17:+:48122743:+	9	+	1	2	ENST00000393405:8:8:48121235:48123074	ENST00000393405	60.561223999999996	68.28263199999999	61.53832	60.669823	63.453828	73.382323	80.624654	79.895258	62.464468999999994	53.377578	60.496224	65.981511	62.96700799999999	68.417636
17	48123043	48123080	17:+:48123065:+	9	+	2	2	ENST00000393405:8:8:48121235:48123074	ENST00000393405	3.2549189999999997	3.048584	3.5232870000000003	5.67756	3.9789529999999997	2.939286	3.546939	2.342077	3.33454	5.180102	1.360339	2.900083	7.379367	6.449975
17	48863818	48863849	17:+:48863841:+	9	+	1	2	ENST00000258947:13:13:48862838:48865245	ENST00000258947	206.299878	207.501293	251.332246	250.322161	276.29925099999997	189.534028	204.79480700000002	197.197587	147.786048	154.276965	146.15872199999998	181.37526699999998	192.04308899999998	190.659198
17	48864837	48864910	17:+:48864866:+	9	+	2	2	ENST00000258947:13:13:48862838:48865245	ENST00000258947	21.92491	17.915135	37.524335	41.471664000000004	35.467890999999995	14.929354	11.84132	10.810604	21.306161	21.257476999999998	22.678797	24.641471	21.922645000000003	19.213054999999997
17	50111026	50111064	17:+:50111058:+	10	+	1	2	ENST00000503176:11:11:50109957:50112152	ENST00000503176	63.689328	73.034283	59.630976000000004	80.250126	69.698309	65.684721	65.250037	68.22457	60.29314	68.50209100000001	68.405624	82.476888	81.065309	90.727362
17	50111340	50111404	17:+:50111368:+	9	+	2	2	ENST00000503176:11:11:50109957:50112152	ENST00000503176	15.978694	11.949696000000001	7.934019	10.809201	14.849681	16.737292	16.793392	14.17155	8.821022	8.333208	13.253589999999999	14.094035	18.313758	12.181385
17	50752682	50752717	17:+:50752709:+	9	+	1	2	ENST00000505658:10:10:50750501:50756213	ENST00000505658	470.90649	391.91238599999997	634.668559	549.977222	583.230728	350.695629	365.239233	333.051283	668.1488049999999	704.961703	745.932241	565.941076	719.856354	566.160641
17	50756185	50756222	17:+:50756204:+	8	+	2	2	ENST00000505658:10:10:50750501:50756213	ENST00000505658	14.020106	10.604179	62.001909999999995	52.24447	54.772476	8.584933	8.458086	7.886316000000001	59.92479	61.15639399999999	65.87928000000001	51.758173	55.928779000000006	49.803385
17	54937238	54937278	17:+:54937263:+	9	+	1	2	ENST00000575333:10:10:54937109:54938033	ENST00000575333	314.247652	314.446366	246.007579	230.468898	227.257229	270.469761	294.30045099999995	289.1208	177.680588	168.050147	156.71106699999999	206.146041	196.944712	214.97064100000003
17	54938009	54938032	17:+:54938031:+	8	+	2	2	ENST00000575333:10:10:54937109:54938033	ENST00000575333	44.497986	47.215412	61.299902	54.318963000000004	67.73739	48.880879	46.819596000000004	44.658246999999996	47.478425	46.378376	46.776232	47.565059000000005	50.201240999999996	46.347431
17	58734313	58734372	17:+:58734339:+	10	+	1	2	ENST00000337432:9:9:58734118:58735611	ENST00000337432	326.323261	336.30395899999996	290.975852	278.819144	309.292195	358.87017099999997	328.119151	336.83565600000003	206.140502	188.094891	195.597332	259.012526	267.416769	267.237677
17	58735594	58735636	17:+:58735611:+	8	+	2	2	ENST00000337432:9:9:58734118:58735611	ENST00000337432	4.959877	4.4129190000000005	9.920835	9.298824	7.881753999999999	1.575014	1.77347	1.508456	7.134365	8.471805999999999	7.559599	7.388747	7.451186	7.476496000000001
17	59694675	59694733	17:+:59694706:+	9	+	1	2	ENST00000269122:32:32:59693728:59696310	ENST00000269122	667.7516019999999	669.982748	568.070481	540.9149620000001	520.881107	666.3749339999999	679.334332	652.050104	635.016658	608.393505	595.1677990000001	698.883106	701.434869	755.10897
17	59696304	59696314	17:+:59696307:+	4	+	2	2	ENST00000269122:32:32:59693728:59696310	ENST00000269122	43.384832	42.143848	39.034315	34.156346	31.56509	40.284853999999996	35.851369	35.382564	46.838658	39.188601	39.780203	53.956325	45.012343	46.758039000000004
17	6121279	6121303	17:+:6121300:+	9	+	1	2	ENST00000317744:9:9:6120309:6124425	ENST00000317744	22.6858	32.612319	0.0	19.998841	12.450886	40.284853999999996	45.687304	48.985135	9.848526	14.102352999999999	5.3053230000000005	12.006714	10.808708	14.148882999999998
17	6124403	6124441	17:+:6124425:+	9	+	2	2	ENST00000317744:9:9:6120309:6124425	ENST00000317744	25.630727	25.724778	53.352637	50.042595	53.211356	19.421470000000003	18.116674	18.180869	29.09968	32.327996999999996	35.019016	35.539873	37.579112	35.02148
17	63589241	63589286	17:+:63589264:+	7	+	1	2	ENST00000614556:7:7:63589000:63594266	ENST00000614556	250.840136	320.966948	58.10775	96.37294	102.596063	306.73944	349.073376	395.70515	111.164266	105.542422	116.270128	143.32322	130.907457	96.065273
17	63594237	63594283	17:+:63594265:+	10	+	2	2	ENST00000614556:7:7:63589000:63594266	ENST00000614556	104.749217	102.005238	226.19239900000002	224.081643	217.490708	101.189076	100.20103	103.06461800000001	198.831655	200.32617	190.564078	233.87231400000002	234.003139	222.85774500000002
17	6451034	6451072	17:+:6451064:+	9	+	1	2	ENST00000572447:6:6:6450362:6451469	ENST00000572447	138.355201	152.212779	76.08181400000001	95.990797	69.070053	183.710915	181.016673	191.45486699999998	89.974426	94.95699499999999	88.169409	123.041109	127.909028	114.901936
17	6451448	6451478	17:+:6451465:+	8	+	2	2	ENST00000572447:6:6:6450362:6451469	ENST00000572447	2.184037	2.634579	3.13917	1.69235	3.065126	1.131348	0.532041	0.8468530000000001	2.132555	2.581389	2.370877	0.757347	2.908656	2.497868
17	6643219	6643275	17:+:6643250:+	7	+	1	2	ENST00000250101:4:4:6642951:6644541	ENST00000250101	439.89316900000006	418.99209	495.538445	535.2556	485.603596	475.997941	422.795141	450.181595	405.980273	402.33284100000003	406.58592999999996	422.488553	432.09695	451.10472699999997
17	6644418	6644460	17:+:6644441:+	9	+	2	2	ENST00000250101:4:4:6642951:6644541	ENST00000250101	0.789071	1.035013	10.530126	10.208689	13.269522	0.576766	0.163705	0.396962	8.801635000000001	10.013710000000001	7.773366	7.998319	6.302087	7.869996
17	67744185	67744233	17:+:67744202:+	9	+	1	2	ENST00000253247:18:18:67743743:67744531	ENST00000253247	328.493207	306.52381099999997	362.474743	327.187587	333.77513	305.763375	305.21411	277.926466	317.634344	307.808965	299.274607	348.841217	349.738905	349.376479
17	67744523	67744547	17:+:67744530:+	7	+	2	2	ENST00000253247:18:18:67743743:67744531	ENST00000253247	3.5790019999999996	1.4584270000000001	1.549717	5.47739	1.8847669999999999	1.708113	2.196374	0.5028189999999999	3.8192120000000003	3.3436779999999997	2.623511	7.2225	2.082741	1.454238
17	67983127	67983176	17:+:67983152:+	8	+	1	2	ENST00000342579:10:10:67982252:67984378	ENST00000342579	92.617246	83.86428199999999	127.262199	98.865971	112.077013	73.471056	65.00448	73.477703	106.879769	113.11334099999999	115.14299	125.165374	145.594372	130.36818799999998
17	67984354	67984386	17:+:67984376:+	9	+	2	2	ENST00000342579:10:10:67982252:67984378	ENST00000342579	6.721197	3.8013209999999997	16.517065	14.612438000000001	16.734448	1.575014	1.828038	1.257047	23.516263000000002	23.301799	21.337891	19.709483	24.023341000000002	23.524442999999998
